,label,path
1775,3,../chaoyang-data/train/538879-2-IMG021x009-3.JPG
2586,1,../chaoyang-data/train/539668_1-IMG018x009-1.JPG
3063,1,../chaoyang-data/train/541500-IMG008x014-1.JPG
3854,3,../chaoyang-data/train/543645_2-IMG021x009-3.JPG
2841,2,../chaoyang-data/train/540293_1-IMG016x017-2.JPG
518,0,../chaoyang-data/train/535988-IMG012x006-0.JPG
4003,2,../chaoyang-data/train/543716-IMG014x014-2.JPG
3399,2,../chaoyang-data/train/543086_1-IMG008x014-2.JPG
1518,3,../chaoyang-data/train/538844-2-IMG010x012-3.JPG
1882,3,../chaoyang-data/train/538880-3-IMG013x025-3.JPG
1240,1,../chaoyang-data/train/537705-IMG009x007-1.JPG
2292,3,../chaoyang-data/train/538899-IMG017x010-3.JPG
1811,3,../chaoyang-data/train/538880-3-IMG007x025-3.JPG
3475,2,../chaoyang-data/train/543086_1-IMG029x022-2.JPG
727,0,../chaoyang-data/train/536707_1-IMG006x010-0.JPG
2181,1,../chaoyang-data/train/538880-3-IMG037x027-1.JPG
927,0,../chaoyang-data/train/536709_1-IMG018x007-0.JPG
3963,2,../chaoyang-data/train/543716-IMG010x012-2.JPG
2860,2,../chaoyang-data/train/540293_1-IMG017x018-2.JPG
799,0,../chaoyang-data/train/536707_2-IMG014x014-0.JPG
2153,3,../chaoyang-data/train/538880-3-IMG032x054-3.JPG
4,1,../chaoyang-data/train/353042_4-IMG007x015-1.JPG
3672,2,../chaoyang-data/train/543645_1-IMG013x019-2.JPG
462,0,../chaoyang-data/train/535960-IMG006x006-0.JPG
2776,2,../chaoyang-data/train/539973_2-IMG007x013-2.JPG
1681,1,../chaoyang-data/train/538879-1-IMG018x023-1.JPG
670,0,../chaoyang-data/train/536706_1-IMG010x010-0.JPG
2876,2,../chaoyang-data/train/540293_1-IMG018x021-2.JPG
1980,1,../chaoyang-data/train/538880-3-IMG020x012-1.JPG
261,0,../chaoyang-data/train/535953-IMG012x009-0.JPG
3136,1,../chaoyang-data/train/541500-IMG028x014-1.JPG
1253,0,../chaoyang-data/train/537723-IMG009x008-0.JPG
2187,1,../chaoyang-data/train/538880-3-IMG038x022-1.JPG
3924,3,../chaoyang-data/train/543645_5-IMG003x005-3.JPG
1553,3,../chaoyang-data/train/538844-4-IMG009x041-3.JPG
2284,3,../chaoyang-data/train/538899-IMG015x011-3.JPG
3147,1,../chaoyang-data/train/541831-IMG007x028-1.JPG
2205,1,../chaoyang-data/train/538880-3-IMG040x020-1.JPG
647,0,../chaoyang-data/train/536706_1-IMG008x011-0.JPG
2078,1,../chaoyang-data/train/538880-3-IMG026x058-1.JPG
3952,2,../chaoyang-data/train/543716-IMG009x008-2.JPG
1472,1,../chaoyang-data/train/538842_2-IMG020x017-1.JPG
3965,2,../chaoyang-data/train/543716-IMG010x014-2.JPG
3607,2,../chaoyang-data/train/543645_1-IMG004x025-2.JPG
1465,1,../chaoyang-data/train/538842_2-IMG018x015-1.JPG
2977,2,../chaoyang-data/train/540293_3-IMG013x019-2.JPG
2642,2,../chaoyang-data/train/539668_1-IMG026x018-2.JPG
667,0,../chaoyang-data/train/536706_1-IMG010x007-0.JPG
698,0,../chaoyang-data/train/536706_2-IMG007x013-0.JPG
880,0,../chaoyang-data/train/536709_1-IMG013x008-0.JPG
3496,2,../chaoyang-data/train/543358_1-IMG008x014-2.JPG
3812,1,../chaoyang-data/train/543645_2-IMG009x006-1.JPG
944,0,../chaoyang-data/train/536709_1-IMG020x012-0.JPG
3662,2,../chaoyang-data/train/543645_1-IMG012x027-2.JPG
3240,2,../chaoyang-data/train/541831-IMG032x034-2.JPG
496,0,../chaoyang-data/train/535960-IMG012x010-0.JPG
960,0,../chaoyang-data/train/536719-IMG005x013-0.JPG
1133,0,../chaoyang-data/train/537699-IMG009x010-0.JPG
2468,2,../chaoyang-data/train/539668_1-IMG006x006-2.JPG
3042,2,../chaoyang-data/train/541311_3-IMG010x014-2.JPG
736,0,../chaoyang-data/train/536707_1-IMG008x008-0.JPG
2574,1,../chaoyang-data/train/539668_1-IMG017x005-1.JPG
3385,2,../chaoyang-data/train/543086_1-IMG006x010-2.JPG
773,0,../chaoyang-data/train/536707_2-IMG006x005-0.JPG
1648,3,../chaoyang-data/train/538850-IMG013x042-3.JPG
2894,2,../chaoyang-data/train/540293_1-IMG019x023-2.JPG
1376,1,../chaoyang-data/train/538708-IMG013x081-1.JPG
903,1,../chaoyang-data/train/536709_1-IMG015x013-1.JPG
3328,2,../chaoyang-data/train/542441-IMG020x022-2.JPG
337,0,../chaoyang-data/train/535954-IMG012x007-0.JPG
3312,1,../chaoyang-data/train/542441-IMG017x032-1.JPG
3907,2,../chaoyang-data/train/543645_4-IMG009x013-2.JPG
585,3,../chaoyang-data/train/535997_1-IMG008x007-3.JPG
2084,3,../chaoyang-data/train/538880-3-IMG027x024-3.JPG
2614,1,../chaoyang-data/train/539668_1-IMG022x005-1.JPG
1563,1,../chaoyang-data/train/538844-4-IMG017x041-1.JPG
1851,1,../chaoyang-data/train/538880-3-IMG011x022-1.JPG
2935,2,../chaoyang-data/train/540293_2-IMG011x009-2.JPG
3993,2,../chaoyang-data/train/543716-IMG013x015-2.JPG
1986,3,../chaoyang-data/train/538880-3-IMG020x028-3.JPG
1385,1,../chaoyang-data/train/538721-IMG006x007-1.JPG
606,0,../chaoyang-data/train/535997_1-IMG013x010-0.JPG
345,0,../chaoyang-data/train/535956-IMG005x007-0.JPG
3144,1,../chaoyang-data/train/541500-IMG031x012-1.JPG
3169,2,../chaoyang-data/train/541831-IMG017x020-2.JPG
1189,0,../chaoyang-data/train/537702-IMG009x009-0.JPG
710,0,../chaoyang-data/train/536706_2-IMG010x010-0.JPG
3304,1,../chaoyang-data/train/542441-IMG016x025-1.JPG
2577,1,../chaoyang-data/train/539668_1-IMG017x008-1.JPG
2563,2,../chaoyang-data/train/539668_1-IMG015x025-2.JPG
1360,0,../chaoyang-data/train/538377-IMG025x012-0.JPG
1951,3,../chaoyang-data/train/538880-3-IMG017x023-3.JPG
1765,3,../chaoyang-data/train/538879-2-IMG015x012-3.JPG
2482,2,../chaoyang-data/train/539668_1-IMG007x029-2.JPG
2302,3,../chaoyang-data/train/538899-IMG020x010-3.JPG
1683,3,../chaoyang-data/train/538879-1-IMG018x025-3.JPG
625,1,../chaoyang-data/train/535997_2-IMG008x007-1.JPG
2551,2,../chaoyang-data/train/539668_1-IMG013x027-2.JPG
2291,0,../chaoyang-data/train/538899-IMG017x009-0.JPG
342,0,../chaoyang-data/train/535954-IMG013x007-0.JPG
695,1,../chaoyang-data/train/536706_2-IMG007x010-1.JPG
1490,1,../chaoyang-data/train/538844-1-IMG011x042-1.JPG
3245,2,../chaoyang-data/train/541831-IMG033x037-2.JPG
3219,2,../chaoyang-data/train/541831-IMG027x032-2.JPG
2822,2,../chaoyang-data/train/540293_1-IMG015x015-2.JPG
3319,1,../chaoyang-data/train/542441-IMG018x029-1.JPG
1332,0,../chaoyang-data/train/538377-IMG015x012-0.JPG
2508,2,../chaoyang-data/train/539668_1-IMG009x018-2.JPG
988,1,../chaoyang-data/train/536749-IMG010x016-1.JPG
2255,0,../chaoyang-data/train/538899-IMG005x015-0.JPG
1561,1,../chaoyang-data/train/538844-4-IMG017x039-1.JPG
3246,2,../chaoyang-data/train/541831-IMG033x038-2.JPG
2547,2,../chaoyang-data/train/539668_1-IMG013x021-2.JPG
344,0,../chaoyang-data/train/535954-IMG014x006-0.JPG
163,2,../chaoyang-data/train/535940-IMG027x016-2.JPG
2787,2,../chaoyang-data/train/539973_2-IMG010x005-2.JPG
2570,3,../chaoyang-data/train/539668_1-IMG016x018-3.JPG
2406,0,../chaoyang-data/train/539085_2-IMG026x018-0.JPG
2753,1,../chaoyang-data/train/539972_2-IMG026x012-1.JPG
3199,2,../chaoyang-data/train/541831-IMG022x017-2.JPG
549,3,../chaoyang-data/train/535990_2-IMG011x017-3.JPG
992,1,../chaoyang-data/train/536749-IMG011x016-1.JPG
3420,2,../chaoyang-data/train/543086_1-IMG012x024-2.JPG
1470,1,../chaoyang-data/train/538842_2-IMG020x013-1.JPG
204,0,../chaoyang-data/train/535943_1-IMG007x007-0.JPG
1845,1,../chaoyang-data/train/538880-3-IMG010x049-1.JPG
2087,3,../chaoyang-data/train/538880-3-IMG027x038-3.JPG
730,0,../chaoyang-data/train/536707_1-IMG007x007-0.JPG
2618,1,../chaoyang-data/train/539668_1-IMG022x010-1.JPG
1650,1,../chaoyang-data/train/538879-1-IMG009x024-1.JPG
656,0,../chaoyang-data/train/536706_1-IMG009x008-0.JPG
3335,2,../chaoyang-data/train/542441-IMG021x026-2.JPG
634,1,../chaoyang-data/train/535997_2-IMG010x009-1.JPG
2409,0,../chaoyang-data/train/539085_2-IMG027x019-0.JPG
1922,3,../chaoyang-data/train/538880-3-IMG015x025-3.JPG
1115,0,../chaoyang-data/train/537697-IMG012x006-0.JPG
2438,1,../chaoyang-data/train/539362-IMG006x007-1.JPG
317,0,../chaoyang-data/train/535954-IMG009x008-0.JPG
509,0,../chaoyang-data/train/535988-IMG008x006-0.JPG
2431,2,../chaoyang-data/train/539085_2-IMG035x012-2.JPG
2664,0,../chaoyang-data/train/539972_2-IMG004x034-0.JPG
334,0,../chaoyang-data/train/535954-IMG012x004-0.JPG
1636,0,../chaoyang-data/train/538850-IMG006x041-0.JPG
810,0,../chaoyang-data/train/536707_2-IMG017x014-0.JPG
3676,2,../chaoyang-data/train/543645_1-IMG013x023-2.JPG
3680,2,../chaoyang-data/train/543645_1-IMG013x027-2.JPG
582,3,../chaoyang-data/train/535990_2-IMG018x024-3.JPG
3091,1,../chaoyang-data/train/541500-IMG015x025-1.JPG
339,0,../chaoyang-data/train/535954-IMG012x009-0.JPG
2258,0,../chaoyang-data/train/538899-IMG007x015-0.JPG
923,0,../chaoyang-data/train/536709_1-IMG017x019-0.JPG
1099,0,../chaoyang-data/train/537690_1-IMG015x005-0.JPG
2914,2,../chaoyang-data/train/540293_1-IMG021x019-2.JPG
44,2,../chaoyang-data/train/535940-IMG013x023-2.JPG
1761,3,../chaoyang-data/train/538879-2-IMG012x011-3.JPG
3165,3,../chaoyang-data/train/541831-IMG016x025-3.JPG
1058,3,../chaoyang-data/train/537561-IMG011x014-3.JPG
692,0,../chaoyang-data/train/536706_2-IMG006x012-0.JPG
3883,2,../chaoyang-data/train/543645_4-IMG006x007-2.JPG
3632,2,../chaoyang-data/train/543645_1-IMG009x030-2.JPG
3096,1,../chaoyang-data/train/541500-IMG016x019-1.JPG
2694,0,../chaoyang-data/train/539972_2-IMG013x008-0.JPG
1609,1,../chaoyang-data/train/538849-1-IMG010x018-1.JPG
1351,0,../chaoyang-data/train/538377-IMG020x013-0.JPG
1705,1,../chaoyang-data/train/538879-1-IMG031x015-1.JPG
3168,2,../chaoyang-data/train/541831-IMG017x015-2.JPG
1782,3,../chaoyang-data/train/538879-2-IMG023x008-3.JPG
565,3,../chaoyang-data/train/535990_2-IMG015x013-3.JPG
2090,3,../chaoyang-data/train/538880-3-IMG027x056-3.JPG
1780,3,../chaoyang-data/train/538879-2-IMG022x011-3.JPG
1236,0,../chaoyang-data/train/537705-IMG008x009-0.JPG
279,0,../chaoyang-data/train/535953-IMG017x009-0.JPG
3285,1,../chaoyang-data/train/542441-IMG011x023-1.JPG
1037,3,../chaoyang-data/train/537501-IMG009x005-3.JPG
2774,2,../chaoyang-data/train/539973_2-IMG006x006-2.JPG
244,0,../chaoyang-data/train/535953-IMG008x010-0.JPG
3280,2,../chaoyang-data/train/542441-IMG010x015-2.JPG
106,2,../chaoyang-data/train/535940-IMG021x025-2.JPG
3435,2,../chaoyang-data/train/543086_1-IMG015x025-2.JPG
3068,1,../chaoyang-data/train/541500-IMG010x025-1.JPG
491,0,../chaoyang-data/train/535960-IMG011x011-0.JPG
574,3,../chaoyang-data/train/535990_2-IMG017x011-3.JPG
3022,2,../chaoyang-data/train/541311_1-IMG037x021-2.JPG
1505,1,../chaoyang-data/train/538844-2-IMG007x009-1.JPG
1162,0,../chaoyang-data/train/537702-IMG005x013-0.JPG
3617,2,../chaoyang-data/train/543645_1-IMG008x025-2.JPG
2718,0,../chaoyang-data/train/539972_2-IMG016x013-0.JPG
1511,1,../chaoyang-data/train/538844-2-IMG008x013-1.JPG
2910,2,../chaoyang-data/train/540293_1-IMG021x014-2.JPG
1786,1,../chaoyang-data/train/538879-2-IMG023x012-1.JPG
3640,2,../chaoyang-data/train/543645_1-IMG010x029-2.JPG
1945,3,../chaoyang-data/train/538880-3-IMG017x006-3.JPG
838,0,../chaoyang-data/train/536709_1-IMG009x018-0.JPG
493,0,../chaoyang-data/train/535960-IMG012x007-0.JPG
1408,0,../chaoyang-data/train/538721-IMG014x009-0.JPG
690,1,../chaoyang-data/train/536706_2-IMG006x010-1.JPG
1890,1,../chaoyang-data/train/538880-3-IMG013x048-1.JPG
975,0,../chaoyang-data/train/536719-IMG008x012-0.JPG
3699,2,../chaoyang-data/train/543645_1-IMG015x019-2.JPG
3464,2,../chaoyang-data/train/543086_1-IMG025x020-2.JPG
3146,1,../chaoyang-data/train/541500-IMG032x015-1.JPG
564,3,../chaoyang-data/train/535990_2-IMG014x026-3.JPG
2695,3,../chaoyang-data/train/539972_2-IMG013x011-3.JPG
1280,1,../chaoyang-data/train/537839_2-IMG012x009-1.JPG
3568,3,../chaoyang-data/train/543358_2-IMG014x008-3.JPG
2319,1,../chaoyang-data/train/538902-IMG012x010-1.JPG
2986,2,../chaoyang-data/train/540293_3-IMG016x025-2.JPG
788,0,../chaoyang-data/train/536707_2-IMG012x009-0.JPG
1614,1,../chaoyang-data/train/538849-1-IMG011x016-1.JPG
2139,1,../chaoyang-data/train/538880-3-IMG031x026-1.JPG
1725,0,../chaoyang-data/train/538879-1-IMG036x016-0.JPG
1827,3,../chaoyang-data/train/538880-3-IMG009x026-3.JPG
769,0,../chaoyang-data/train/536707_2-IMG005x007-0.JPG
1002,1,../chaoyang-data/train/537495_1-IMG009x010-1.JPG
86,2,../chaoyang-data/train/535940-IMG018x022-2.JPG
3270,2,../chaoyang-data/train/542441-IMG007x013-2.JPG
142,2,../chaoyang-data/train/535940-IMG025x026-2.JPG
314,0,../chaoyang-data/train/535954-IMG009x005-0.JPG
3260,2,../chaoyang-data/train/541831-IMG042x023-2.JPG
2678,0,../chaoyang-data/train/539972_2-IMG008x033-0.JPG
1850,3,../chaoyang-data/train/538880-3-IMG011x020-3.JPG
738,0,../chaoyang-data/train/536707_1-IMG008x010-0.JPG
1834,3,../chaoyang-data/train/538880-3-IMG010x019-3.JPG
2041,1,../chaoyang-data/train/538880-3-IMG024x012-1.JPG
2598,1,../chaoyang-data/train/539668_1-IMG020x006-1.JPG
2269,0,../chaoyang-data/train/538899-IMG010x016-0.JPG
365,0,../chaoyang-data/train/535956-IMG008x011-0.JPG
2682,3,../chaoyang-data/train/539972_2-IMG009x012-3.JPG
2524,2,../chaoyang-data/train/539668_1-IMG010x029-2.JPG
1051,3,../chaoyang-data/train/537501-IMG013x010-3.JPG
2445,0,../chaoyang-data/train/539362-IMG008x012-0.JPG
62,2,../chaoyang-data/train/535940-IMG015x013-2.JPG
265,1,../chaoyang-data/train/535953-IMG013x004-1.JPG
3525,2,../chaoyang-data/train/543358_1-IMG016x014-2.JPG
1959,3,../chaoyang-data/train/538880-3-IMG018x005-3.JPG
2677,0,../chaoyang-data/train/539972_2-IMG007x039-0.JPG
2687,3,../chaoyang-data/train/539972_2-IMG011x011-3.JPG
1184,0,../chaoyang-data/train/537702-IMG008x013-0.JPG
1870,1,../chaoyang-data/train/538880-3-IMG012x047-1.JPG
3673,2,../chaoyang-data/train/543645_1-IMG013x020-2.JPG
3514,2,../chaoyang-data/train/543358_1-IMG011x009-2.JPG
3495,2,../chaoyang-data/train/543358_1-IMG008x011-2.JPG
3482,3,../chaoyang-data/train/543086_2-IMG020x015-3.JPG
319,0,../chaoyang-data/train/535954-IMG009x010-0.JPG
3577,1,../chaoyang-data/train/543358_3-IMG008x012-1.JPG
3380,2,../chaoyang-data/train/543086_1-IMG004x025-2.JPG
3408,2,../chaoyang-data/train/543086_1-IMG010x025-2.JPG
2650,3,../chaoyang-data/train/539972_1-IMG008x012-3.JPG
3290,2,../chaoyang-data/train/542441-IMG012x016-2.JPG
266,0,../chaoyang-data/train/535953-IMG013x005-0.JPG
259,0,../chaoyang-data/train/535953-IMG012x007-0.JPG
1300,2,../chaoyang-data/train/538377-IMG004x014-2.JPG
1165,0,../chaoyang-data/train/537702-IMG005x017-0.JPG
707,1,../chaoyang-data/train/536706_2-IMG009x014-1.JPG
943,0,../chaoyang-data/train/536709_1-IMG020x011-0.JPG
3460,2,../chaoyang-data/train/543086_1-IMG023x023-2.JPG
427,3,../chaoyang-data/train/535957-IMG013x006-3.JPG
628,1,../chaoyang-data/train/535997_2-IMG009x004-1.JPG
3744,2,../chaoyang-data/train/543645_1-IMG027x010-2.JPG
1455,2,../chaoyang-data/train/538842_2-IMG006x011-2.JPG
3286,1,../chaoyang-data/train/542441-IMG011x025-1.JPG
2083,1,../chaoyang-data/train/538880-3-IMG027x012-1.JPG
374,0,../chaoyang-data/train/535956-IMG010x003-0.JPG
3008,1,../chaoyang-data/train/541311_1-IMG028x016-1.JPG
3901,2,../chaoyang-data/train/543645_4-IMG009x007-2.JPG
2497,2,../chaoyang-data/train/539668_1-IMG008x025-2.JPG
4006,2,../chaoyang-data/train/543716-IMG015x011-2.JPG
59,2,../chaoyang-data/train/535940-IMG014x029-2.JPG
2905,2,../chaoyang-data/train/540293_1-IMG020x022-2.JPG
3646,2,../chaoyang-data/train/543645_1-IMG011x018-2.JPG
3138,1,../chaoyang-data/train/541500-IMG028x016-1.JPG
1063,3,../chaoyang-data/train/537688_1-IMG005x003-3.JPG
2081,3,../chaoyang-data/train/538880-3-IMG026x062-3.JPG
441,0,../chaoyang-data/train/535957-IMG016x014-0.JPG
3170,3,../chaoyang-data/train/541831-IMG017x023-3.JPG
1237,0,../chaoyang-data/train/537705-IMG008x011-0.JPG
447,1,../chaoyang-data/train/535958-IMG007x009-1.JPG
706,0,../chaoyang-data/train/536706_2-IMG009x013-0.JPG
881,0,../chaoyang-data/train/536709_1-IMG013x009-0.JPG
3082,2,../chaoyang-data/train/541500-IMG014x006-2.JPG
3767,2,../chaoyang-data/train/543645_1-IMG036x021-2.JPG
1059,3,../chaoyang-data/train/537561-IMG011x016-3.JPG
3470,2,../chaoyang-data/train/543086_1-IMG027x020-2.JPG
282,0,../chaoyang-data/train/535953-IMG018x011-0.JPG
1193,0,../chaoyang-data/train/537702-IMG010x013-0.JPG
962,0,../chaoyang-data/train/536719-IMG006x006-0.JPG
648,0,../chaoyang-data/train/536706_1-IMG008x012-0.JPG
124,2,../chaoyang-data/train/535940-IMG023x021-2.JPG
2089,3,../chaoyang-data/train/538880-3-IMG027x053-3.JPG
3145,1,../chaoyang-data/train/541500-IMG031x013-1.JPG
2931,2,../chaoyang-data/train/540293_1-IMG023x018-2.JPG
3846,1,../chaoyang-data/train/543645_2-IMG017x007-1.JPG
1440,0,../chaoyang-data/train/538842_1-IMG014x009-0.JPG
1206,1,../chaoyang-data/train/537704-IMG005x014-1.JPG
295,0,../chaoyang-data/train/535954-IMG006x006-0.JPG
972,0,../chaoyang-data/train/536719-IMG008x007-0.JPG
2554,2,../chaoyang-data/train/539668_1-IMG013x030-2.JPG
2814,2,../chaoyang-data/train/540293_1-IMG014x023-2.JPG
456,0,../chaoyang-data/train/535958-IMG014x015-0.JPG
2995,2,../chaoyang-data/train/540293_3-IMG020x009-2.JPG
289,0,../chaoyang-data/train/535953-IMG021x012-0.JPG
1832,3,../chaoyang-data/train/538880-3-IMG010x014-3.JPG
2221,1,../chaoyang-data/train/538897-1-IMG010x009-1.JPG
2549,2,../chaoyang-data/train/539668_1-IMG013x025-2.JPG
3650,2,../chaoyang-data/train/543645_1-IMG011x027-2.JPG
1819,3,../chaoyang-data/train/538880-3-IMG008x029-3.JPG
2755,2,../chaoyang-data/train/539972_2-IMG027x016-2.JPG
3693,2,../chaoyang-data/train/543645_1-IMG014x027-2.JPG
3161,2,../chaoyang-data/train/541831-IMG015x015-2.JPG
780,3,../chaoyang-data/train/536707_2-IMG008x011-3.JPG
1914,3,../chaoyang-data/train/538880-3-IMG015x009-3.JPG
1323,0,../chaoyang-data/train/538377-IMG014x011-0.JPG
1139,0,../chaoyang-data/train/537699-IMG010x011-0.JPG
3133,1,../chaoyang-data/train/541500-IMG027x014-1.JPG
3518,2,../chaoyang-data/train/543358_1-IMG012x004-2.JPG
411,3,../chaoyang-data/train/535957-IMG006x008-3.JPG
105,2,../chaoyang-data/train/535940-IMG021x020-2.JPG
2069,1,../chaoyang-data/train/538880-3-IMG026x012-1.JPG
3911,2,../chaoyang-data/train/543645_4-IMG010x008-2.JPG
3011,1,../chaoyang-data/train/541311_1-IMG029x016-1.JPG
292,0,../chaoyang-data/train/535953-IMG023x011-0.JPG
98,2,../chaoyang-data/train/535940-IMG020x020-2.JPG
3172,3,../chaoyang-data/train/541831-IMG017x025-3.JPG
3587,2,../chaoyang-data/train/543358_3-IMG011x018-2.JPG
3471,2,../chaoyang-data/train/543086_1-IMG028x018-2.JPG
3788,2,../chaoyang-data/train/543645_1-IMG039x019-2.JPG
1795,3,../chaoyang-data/train/538879-2-IMG028x008-3.JPG
2028,1,../chaoyang-data/train/538880-3-IMG023x006-1.JPG
876,0,../chaoyang-data/train/536709_1-IMG012x018-0.JPG
131,2,../chaoyang-data/train/535940-IMG024x010-2.JPG
1599,0,../chaoyang-data/train/538849-1-IMG007x012-0.JPG
958,0,../chaoyang-data/train/536719-IMG005x011-0.JPG
1007,3,../chaoyang-data/train/537500-IMG017x010-3.JPG
2116,3,../chaoyang-data/train/538880-3-IMG029x010-3.JPG
100,2,../chaoyang-data/train/535940-IMG020x023-2.JPG
1456,2,../chaoyang-data/train/538842_2-IMG007x008-2.JPG
323,0,../chaoyang-data/train/535954-IMG010x007-0.JPG
260,0,../chaoyang-data/train/535953-IMG012x008-0.JPG
3770,2,../chaoyang-data/train/543645_1-IMG036x024-2.JPG
3164,3,../chaoyang-data/train/541831-IMG015x026-3.JPG
2775,2,../chaoyang-data/train/539973_2-IMG006x017-2.JPG
2863,2,../chaoyang-data/train/540293_1-IMG017x023-2.JPG
3529,1,../chaoyang-data/train/543358_1-IMG020x007-1.JPG
3211,2,../chaoyang-data/train/541831-IMG025x016-2.JPG
1752,3,../chaoyang-data/train/538879-2-IMG006x019-3.JPG
1271,0,../chaoyang-data/train/537839_2-IMG008x013-0.JPG
3252,2,../chaoyang-data/train/541831-IMG037x034-2.JPG
1343,0,../chaoyang-data/train/538377-IMG019x007-0.JPG
328,0,../chaoyang-data/train/535954-IMG011x005-0.JPG
3388,2,../chaoyang-data/train/543086_1-IMG006x024-2.JPG
435,3,../chaoyang-data/train/535957-IMG014x017-3.JPG
172,2,../chaoyang-data/train/535940-IMG029x013-2.JPG
3122,1,../chaoyang-data/train/541500-IMG022x008-1.JPG
26,2,../chaoyang-data/train/535940-IMG011x027-2.JPG
2589,2,../chaoyang-data/train/539668_1-IMG018x024-2.JPG
1010,1,../chaoyang-data/train/537501-IMG005x010-1.JPG
1778,3,../chaoyang-data/train/538879-2-IMG022x009-3.JPG
2338,3,../chaoyang-data/train/539085_1-IMG010x005-3.JPG
3791,2,../chaoyang-data/train/543645_1-IMG039x022-2.JPG
1737,1,../chaoyang-data/train/538879-1-IMG038x022-1.JPG
1813,1,../chaoyang-data/train/538880-3-IMG007x029-1.JPG
536,3,../chaoyang-data/train/535990_2-IMG009x027-3.JPG
353,0,../chaoyang-data/train/535956-IMG007x005-0.JPG
3108,1,../chaoyang-data/train/541500-IMG019x005-1.JPG
1645,0,../chaoyang-data/train/538850-IMG011x038-0.JPG
2927,2,../chaoyang-data/train/540293_1-IMG022x024-2.JPG
3506,2,../chaoyang-data/train/543358_1-IMG010x014-2.JPG
787,3,../chaoyang-data/train/536707_2-IMG012x008-3.JPG
1373,1,../chaoyang-data/train/538708-IMG011x082-1.JPG
1034,0,../chaoyang-data/train/537501-IMG008x015-0.JPG
3113,1,../chaoyang-data/train/541500-IMG019x012-1.JPG
3998,2,../chaoyang-data/train/543716-IMG014x009-2.JPG
1089,3,../chaoyang-data/train/537688_4-IMG008x006-3.JPG
576,3,../chaoyang-data/train/535990_2-IMG017x021-3.JPG
445,1,../chaoyang-data/train/535958-IMG006x011-1.JPG
3772,2,../chaoyang-data/train/543645_1-IMG036x026-2.JPG
1566,1,../chaoyang-data/train/538844-4-IMG019x045-1.JPG
130,2,../chaoyang-data/train/535940-IMG024x009-2.JPG
3643,2,../chaoyang-data/train/543645_1-IMG010x033-2.JPG
3564,1,../chaoyang-data/train/543358_2-IMG013x008-1.JPG
2483,2,../chaoyang-data/train/539668_1-IMG008x003-2.JPG
716,0,../chaoyang-data/train/536706_2-IMG011x012-0.JPG
2735,0,../chaoyang-data/train/539972_2-IMG020x013-0.JPG
2380,2,../chaoyang-data/train/539085_2-IMG015x013-2.JPG
3005,1,../chaoyang-data/train/541311_1-IMG027x014-1.JPG
2434,1,../chaoyang-data/train/539362-IMG006x002-1.JPG
1403,1,../chaoyang-data/train/538721-IMG012x011-1.JPG
2702,0,../chaoyang-data/train/539972_2-IMG013x042-0.JPG
2108,3,../chaoyang-data/train/538880-3-IMG028x052-3.JPG
3337,2,../chaoyang-data/train/542441-IMG022x017-2.JPG
2897,2,../chaoyang-data/train/540293_1-IMG020x011-2.JPG
798,0,../chaoyang-data/train/536707_2-IMG014x009-0.JPG
2559,2,../chaoyang-data/train/539668_1-IMG014x029-2.JPG
2091,3,../chaoyang-data/train/538880-3-IMG027x057-3.JPG
3396,2,../chaoyang-data/train/543086_1-IMG008x009-2.JPG
3561,1,../chaoyang-data/train/543358_2-IMG013x004-1.JPG
1651,1,../chaoyang-data/train/538879-1-IMG009x029-1.JPG
2500,2,../chaoyang-data/train/539668_1-IMG009x003-2.JPG
2485,2,../chaoyang-data/train/539668_1-IMG008x005-2.JPG
1623,1,../chaoyang-data/train/538849-2-IMG006x003-1.JPG
149,2,../chaoyang-data/train/535940-IMG026x012-2.JPG
3582,1,../chaoyang-data/train/543358_3-IMG010x004-1.JPG
3610,2,../chaoyang-data/train/543645_1-IMG007x026-2.JPG
752,0,../chaoyang-data/train/536707_1-IMG010x011-0.JPG
893,0,../chaoyang-data/train/536709_1-IMG014x010-0.JPG
2507,2,../chaoyang-data/train/539668_1-IMG009x014-2.JPG
3827,1,../chaoyang-data/train/543645_2-IMG012x009-1.JPG
2503,2,../chaoyang-data/train/539668_1-IMG009x006-2.JPG
2865,2,../chaoyang-data/train/540293_1-IMG017x025-2.JPG
1150,0,../chaoyang-data/train/537700-IMG008x005-0.JPG
215,0,../chaoyang-data/train/535943_1-IMG008x009-0.JPG
316,0,../chaoyang-data/train/535954-IMG009x007-0.JPG
3200,1,../chaoyang-data/train/541831-IMG022x029-1.JPG
1904,3,../chaoyang-data/train/538880-3-IMG014x019-3.JPG
3725,1,../chaoyang-data/train/543645_1-IMG023x008-1.JPG
824,0,../chaoyang-data/train/536709_1-IMG008x012-0.JPG
2383,1,../chaoyang-data/train/539085_2-IMG016x006-1.JPG
3905,2,../chaoyang-data/train/543645_4-IMG009x011-2.JPG
1804,3,../chaoyang-data/train/538880-3-IMG006x024-3.JPG
3756,3,../chaoyang-data/train/543645_1-IMG031x014-3.JPG
444,1,../chaoyang-data/train/535958-IMG006x010-1.JPG
2655,1,../chaoyang-data/train/539972_1-IMG010x004-1.JPG
1577,1,../chaoyang-data/train/538846-IMG010x013-1.JPG
1601,0,../chaoyang-data/train/538849-1-IMG007x018-0.JPG
